ID,County,Acres,InstallType,UrbanRural,Class,DistSub_100,Percent_100,Substation_100,HIFLD_100,DistSub_200,Percent_200,Substation_200,HIFLD_200,DistSub_CAISO,Percent_CAISO,Substation_CAISO,HIFLD_CAISO,SolarTech,Area,Length
2015,Los Angeles,130.1180771,Ground,Urban,Ground - Urban,13.16004195,75-100,Vincent,309672,13.16004195,75-100,Vincent,309672,13.16004195,75-100,Vincent,309672,Outside,526568.3969,3176.688749
2016,Los Angeles,17.31923919,Ground,Urban,Ground - Urban,13.58185214,75-100,Vincent,309672,13.58185214,75-100,Vincent,309672,13.58185214,75-100,Vincent,309672,Outside,70088.75501,1142.080929
2017,Los Angeles,32.49671071,Ground,Urban,Ground - Urban,9.3194767,75-100,Acton,310054,11.03471056,50-75,Vincent,309672,8.280024951,50-75,Antelope,304120,Within,131509.7529,1498.701039
2018,Los Angeles,38.45869556,Ground,Urban,Ground - Urban,11.48134932,75-100,Vincent,309672,11.48134932,50-75,Vincent,309672,11.48134932,75-100,Vincent,309672,Outside,155637.5052,1574.981994
2019,Los Angeles,12.72118026,Ground,Urban,Ground - Urban,11.88817914,75-100,Vincent,309672,11.88817914,50-75,Vincent,309672,11.88817914,75-100,Vincent,309672,Outside,51480.96843,1012.232376
2020,Los Angeles,158.6452645,Ground,Urban,Ground - Urban,11.17063181,75-100,Vincent,309672,11.17063181,50-75,Vincent,309672,11.17063181,75-100,Vincent,309672,Outside,642017.3917,3346.871688
2021,Los Angeles,8.978452645,Ground,Urban,Ground - Urban,11.52698699,75-100,Vincent,309672,11.52698699,50-75,Vincent,309672,11.52698699,75-100,Vincent,309672,Outside,36334.65121,919.0132889
2022,Los Angeles,229.9333014,Ground,Urban,Ground - Urban,10.40618132,75-100,Acton,310054,14.35313981,75-100,Vincent,309672,2.01062944,0-25,Antelope,304120,Outside,930510.6354,6374.25397
2023,Los Angeles,18.46914619,Ground,Urban,Ground - Urban,14.17629942,75-100,Vincent,309672,14.17629942,75-100,Vincent,309672,14.17629942,75-100,Vincent,309672,Outside,74742.28179,1162.643663
2024,Los Angeles,20.48831395,Ground,Urban,Ground - Urban,12.13940503,75-100,Vincent,309672,12.13940503,75-100,Vincent,309672,12.13940503,75-100,Vincent,309672,Outside,82913.59606,1219.861786
2025,Los Angeles,19.9903558,Ground,Urban,Ground - Urban,11.71164906,75-100,Vincent,309672,11.71164906,50-75,Vincent,309672,11.71164906,75-100,Vincent,309672,Outside,80898.42278,1202.522468
2026,Los Angeles,14.29356122,Ground,Urban,Ground - Urban,12.0355207,75-100,Acton,310054,15.37545518,75-100,Whirlwind,306225,2.007098399,0-25,Antelope,304120,Outside,57844.26979,1576.729297
2027,Los Angeles,44.64700471,Ground,Urban,Ground - Urban,11.7439874,75-100,Acton,310054,15.46255163,75-100,Whirlwind,306225,1.931030175,0-25,Antelope,304120,Outside,180681.0638,1667.591751
2028,Los Angeles,69.71302936,Ground,Urban,Ground - Urban,10.68816203,75-100,Acton,310054,14.46542528,75-100,Vincent,309672,2.312702237,0-25,Antelope,304120,Within,282119.8131,2513.408331
2029,Los Angeles,311.4591862,Ground,Urban,Ground - Urban,10.74123172,75-100,Acton,310054,14.75002818,75-100,Vincent,309672,1.897096322,0-25,Antelope,304120,Outside,1260435.886,8846.184467
2030,Los Angeles,3.199972869,Ground,Urban,Ground - Urban,10.82566074,75-100,Acton,310054,12.38649544,75-100,Vincent,309672,8.359289991,50-75,Antelope,304120,Within,12949.87888,604.0496306
2031,Los Angeles,67.05026281,Ground,Urban,Ground - Urban,11.59444938,75-100,Acton,310054,15.53675644,75-100,Vincent,309672,1.638614801,0-25,Antelope,304120,Outside,271343.8788,2174.679606
2032,Los Angeles,37.9076734,Ground,Urban,Ground - Urban,12.0989268,75-100,Acton,310054,12.15312266,75-100,Vincent,309672,12.10887368,75-100,Antelope,304120,Outside,153407.5182,1989.616114
2033,Los Angeles,18.10447506,Ground,Urban,Ground - Urban,11.6781562,75-100,Acton,310054,15.52742955,75-100,Vincent,309672,1.542913213,0-25,Antelope,304120,Outside,73266.64445,1211.645701
2034,Los Angeles,198.8195204,Ground,Urban,Ground - Urban,11.82692781,75-100,Acton,310054,15.02513562,75-100,Whirlwind,306225,1.06969853,0-25,Antelope,304120,Outside,804598.2977,6135.913789
2035,Los Angeles,25.50933438,Ground,Urban,Ground - Urban,12.25503928,75-100,Acton,310054,12.3786202,75-100,Vincent,309672,11.98065269,75-100,Antelope,304120,Outside,103231.9374,1456.922685
2036,Los Angeles,3.567264401,Ground,Urban,Ground - Urban,11.36254727,75-100,Acton,310054,12.60764255,75-100,Vincent,309672,9.166752979,75-100,Antelope,304120,Within,14436.2767,572.013025
2037,Los Angeles,20.04350919,Ground,Urban,Ground - Urban,12.92869148,75-100,Vincent,309672,12.92869148,75-100,Vincent,309672,12.92869148,75-100,Vincent,309672,Within,81113.52833,1206.001224
2038,Los Angeles,1.092315255,Ground,Urban,Ground - Urban,10.99758,75-100,Acton,310054,13.52555622,75-100,Vincent,309672,5.708334557,50-75,Antelope,304120,Within,4420.460663,275.7929683
2039,Los Angeles,2.892189685,Parking,Urban,Parking - Urban,11.34274034,75-100,Acton,310054,12.87115454,75-100,Vincent,309672,8.410952556,50-75,Antelope,304120,Within,11704.3391,454.9244243
2040,Los Angeles,2.458487137,Rooftop,Urban,Rooftop - Urban,11.55434072,75-100,Acton,310054,12.98362892,75-100,Vincent,309672,8.647841078,50-75,Antelope,304120,Within,9949.180439,390.9748545
2041,Los Angeles,34.04455049,Ground,Urban,Ground - Urban,13.03214926,75-100,Acton,310054,14.222664,75-100,Whirlwind,306225,1.399629542,0-25,Antelope,304120,Outside,137773.9881,1666.512775
2042,Los Angeles,98.29555528,Ground,Urban,Ground - Urban,11.73428313,75-100,Acton,310054,15.46284906,75-100,Vincent,309672,1.460011976,0-25,Antelope,304120,Outside,397789.5892,3115.632855
2043,Los Angeles,29.99523398,Ground,Urban,Ground - Urban,12.99382171,75-100,Acton,310054,14.24298091,75-100,Whirlwind,306225,0.721128167,0-25,Antelope,304120,Outside,121386.8923,2010.640751
2044,Los Angeles,19.25338494,Ground,Urban,Ground - Urban,12.11486306,75-100,Acton,310054,15.4125898,75-100,Whirlwind,306225,1.532855279,0-25,Antelope,304120,Outside,77915.99596,1179.72332
2045,Los Angeles,4.094616519,Parking,Urban,Parking - Urban,11.64474866,75-100,Acton,310054,13.79894236,75-100,Vincent,309672,6.607066799,50-75,Antelope,304120,Within,16570.39116,549.5187948
2046,Los Angeles,4.975533825,Ground,Urban,Ground - Urban,13.41578179,75-100,Acton,310054,14.00703004,75-100,Whirlwind,306225,0.867765336,0-25,Antelope,304120,Outside,20135.35188,586.1969899
2047,Los Angeles,117.8375685,Ground,Urban,Ground - Urban,12.68410428,75-100,Acton,310054,14.28460815,75-100,Whirlwind,306225,0.389814477,0-25,Antelope,304120,Outside,476874.0113,4244.949757
2048,Los Angeles,65.87245829,Ground,Urban,Ground - Urban,13.21922715,75-100,Acton,310054,13.76339025,75-100,Whirlwind,306225,0.936344753,0-25,Antelope,304120,Outside,266577.437,3297.412121
2049,Los Angeles,4.173951583,Parking,Urban,Parking - Urban,13.71031952,75-100,Vincent,309672,13.71031952,75-100,Vincent,309672,12.9890864,75-100,Antelope,304120,Within,16891.44613,591.1027167
2050,Los Angeles,3.264963249,Parking,Urban,Parking - Urban,13.77140027,75-100,Vincent,309672,13.77140027,75-100,Vincent,309672,13.13808632,75-100,Antelope,304120,Within,13212.85778,478.6569557
2051,Los Angeles,0.119617283,Parking,Urban,Parking - Urban,13.01102079,75-100,Acton,310054,13.55874162,75-100,Vincent,309672,11.09666573,75-100,Antelope,304120,Within,484.0759354,113.6039869
2052,Los Angeles,1.16517833,Parking,Urban,Parking - Urban,13.04098581,75-100,Acton,310054,13.56344782,75-100,Vincent,309672,11.16690562,75-100,Antelope,304120,Within,4715.327034,375.3387315
2053,Los Angeles,68.29623982,Ground,Urban,Ground - Urban,12.42148055,75-100,Acton,310054,14.96059268,75-100,Whirlwind,306225,1.17516762,0-25,Antelope,304120,Outside,276386.1952,3355.754708
2054,Los Angeles,89.09665641,Ground,Urban,Ground - Urban,12.38303862,75-100,Acton,310054,15.16398196,75-100,Whirlwind,306225,1.658407406,0-25,Antelope,304120,Outside,360562.8297,2598.428573
2055,Los Angeles,16.84248185,Ground,Urban,Ground - Urban,13.43813303,75-100,Acton,310054,13.81136092,75-100,Whirlwind,306225,0.351807511,0-25,Antelope,304120,Outside,68159.37442,1583.382673
2056,Los Angeles,46.18320757,Ground,Urban,Ground - Urban,13.55351461,75-100,Acton,310054,13.62600833,75-100,Whirlwind,306225,0.476990334,0-25,Antelope,304120,Outside,186897.6158,2388.778784
2057,Los Angeles,110.1275053,Ground,Urban,Ground - Urban,13.34588693,75-100,Whirlwind,306225,13.34588693,75-100,Whirlwind,306225,0.892884705,0-25,Antelope,304120,Outside,445672.0141,2670.786369
2058,Los Angeles,88.62991566,Ground,Rural,Ground - Rural,13.10922679,75-100,Whirlwind,306225,13.10922679,75-100,Whirlwind,306225,1.418228989,0-25,Antelope,304120,Outside,358676.1394,2349.289334
2059,Los Angeles,20.48554812,Ground,Urban,Ground - Urban,14.10150044,75-100,Southbase,301654,15.6190466,75-100,Vincent,309672,15.6190466,75-100,Vincent,309672,Outside,82902.40297,1216.446409
2060,Los Angeles,4.519667925,Parking,Urban,Parking - Urban,13.65263445,75-100,Acton,310054,14.11553035,75-100,Vincent,309672,11.47000111,75-100,Antelope,304120,Within,18290.52837,570.0196627
2061,Los Angeles,1.530947869,Parking,Urban,Parking - Urban,12.49272926,75-100,Acton,310054,14.68487796,75-100,Vincent,309672,6.40608923,50-75,Antelope,304120,Within,6195.551079,325.3741572
2062,Los Angeles,5.163661387,Ground,Urban,Ground - Urban,14.64298292,75-100,Vincent,309672,14.64298292,75-100,Vincent,309672,13.99733488,75-100,Antelope,304120,Within,20896.67991,611.6808281
2063,Los Angeles,0.555274542,Parking,Urban,Parking - Urban,12.85319019,75-100,Acton,310054,14.42422738,75-100,Vincent,309672,8.289482497,50-75,Antelope,304120,Within,2247.125336,193.7224052
2064,Los Angeles,47.2694255,Ground,Urban,Ground - Urban,13.23319464,75-100,Whirlwind,306225,13.23319464,75-100,Whirlwind,306225,0.616452858,0-25,Antelope,304120,Outside,191293.358,1966.692894
2065,Los Angeles,1.774698182,Parking,Urban,Parking - Urban,12.89266526,75-100,Acton,310054,14.49342616,75-100,Vincent,309672,8.197575217,50-75,Antelope,304120,Within,7181.977455,345.3810449
2066,Los Angeles,100.2487709,Ground,Rural,Ground - Rural,12.72091987,75-100,Whirlwind,306225,12.72091987,75-100,Whirlwind,306225,1.365697759,0-25,Antelope,304120,Outside,405694.5498,2778.038009
2067,Los Angeles,94.71492668,Ground,Urban,Ground - Urban,13.23165136,75-100,Acton,310054,13.96284607,75-100,Whirlwind,306225,0.670611994,0-25,Antelope,304120,Outside,383298.8556,2757.839004
2068,Los Angeles,4.627080369,Parking,Urban,Parking - Urban,12.75270934,75-100,Acton,310054,14.95250918,75-100,Vincent,309672,6.340379696,50-75,Antelope,304120,Within,18725.20376,565.03867
2069,Los Angeles,18.20826734,Ground,Urban,Ground - Urban,12.64255465,75-100,Acton,310054,15.60012554,75-100,Vincent,309672,3.693791575,25-50,Antelope,304120,Within,73686.54472,1731.77134
2070,Los Angeles,9.395720147,Parking,Urban,Parking - Urban,12.91507693,75-100,Acton,310054,15.77474241,75-100,Vincent,309672,3.977543292,25-50,Antelope,304120,Within,38023.76859,1014.903504
2071,Los Angeles,14.98223313,Ground,Urban,Ground - Urban,14.70626017,75-100,Vincent,309672,14.70626017,75-100,Vincent,309672,13.49360493,75-100,Antelope,304120,Within,60631.18866,1003.079348
2072,Los Angeles,9.588825895,Ground,Urban,Ground - Urban,13.04793204,75-100,Whirlwind,306225,13.04793204,75-100,Whirlwind,306225,0.913679812,0-25,Antelope,304120,Outside,38804.63649,818.6764552
2073,Los Angeles,59.47777263,Ground,Urban,Ground - Urban,13.55955029,75-100,Whirlwind,306225,13.55955029,75-100,Whirlwind,306225,0.515988132,0-25,Antelope,304120,Outside,240695.4093,2386.893536
2074,Los Angeles,6.896826807,Ground,Urban,Ground - Urban,12.91275548,75-100,Whirlwind,306225,12.91275548,75-100,Whirlwind,306225,1.047562315,0-25,Antelope,304120,Outside,27910.62337,704.8579295
2075,Los Angeles,22.25189686,Ground,Urban,Ground - Urban,13.17091029,75-100,Whirlwind,306225,13.17091029,75-100,Whirlwind,306225,0.702541162,0-25,Antelope,304120,Outside,90050.45266,1340.006194
2076,Los Angeles,11.71940228,Ground,Urban,Ground - Urban,13.15527475,75-100,Acton,310054,15.96739983,75-100,Whirlwind,306225,4.117587807,25-50,Antelope,304120,Within,47426.9241,874.3572982
2077,Los Angeles,9.087527544,Ground,Urban,Ground - Urban,13.76708578,75-100,Acton,310054,14.79077778,75-100,Vincent,309672,9.984062985,75-100,Antelope,304120,Within,36776.07084,764.7456638
2078,Los Angeles,6.557673577,Parking,Urban,Parking - Urban,13.74571158,75-100,Acton,310054,14.85500901,75-100,Vincent,309672,9.739290851,75-100,Antelope,304120,Within,26538.13499,824.1018553
2079,Los Angeles,157.9343809,Ground,Rural,Ground - Rural,11.97908542,75-100,Whirlwind,306225,11.97908542,50-75,Whirlwind,306225,1.957981478,0-25,Antelope,304120,Outside,639140.2777,3209.787981
2080,Los Angeles,9.210160873,Ground,Urban,Ground - Urban,12.98298132,75-100,Whirlwind,306225,12.98298132,75-100,Whirlwind,306225,1.036895705,0-25,Antelope,304120,Outside,37272.35027,794.7649747
2081,Los Angeles,0.726055129,Ground,Urban,Ground - Urban,15.0128437,75-100,Acton,310054,15.33327168,75-100,Vincent,309672,12.29547532,75-100,Antelope,304120,Within,2938.252991,234.6794852
2082,Los Angeles,9.005644883,Parking,Urban,Parking - Urban,14.35436398,75-100,Acton,310054,15.06331233,75-100,Vincent,309672,11.01729901,75-100,Antelope,304120,Within,36444.70289,968.2390929
2083,Los Angeles,14.48002313,Ground,Urban,Ground - Urban,13.74212944,75-100,Whirlwind,306225,13.74212944,75-100,Whirlwind,306225,1.979661935,0-25,Antelope,304120,Outside,58599.1161,1036.187461
2084,Los Angeles,14.81446813,Ground,Urban,Ground - Urban,14.15942514,75-100,Acton,310054,15.26549265,75-100,Vincent,309672,9.789692032,75-100,Antelope,304120,Within,59952.25358,1117.123867
2085,Los Angeles,91.88135453,Ground,Urban,Ground - Urban,12.56932898,75-100,Whirlwind,306225,12.56932898,75-100,Whirlwind,306225,1.128101231,0-25,Antelope,304120,Outside,371832.0954,2723.009879
2086,Los Angeles,27.22074208,Ground,Urban,Ground - Urban,12.88197408,75-100,Whirlwind,306225,12.88197408,75-100,Whirlwind,306225,1.67725781,0-25,Antelope,304120,Outside,110158.5004,1547.672247
2087,Los Angeles,153.4265085,Ground,Urban,Ground - Urban,11.86793715,75-100,Whirlwind,306225,11.86793715,50-75,Whirlwind,306225,1.663369675,0-25,Antelope,304120,Outside,620898.0222,3147.31525
2088,Los Angeles,72.52959433,Ground,Urban,Ground - Urban,12.16478487,75-100,Whirlwind,306225,12.16478487,75-100,Whirlwind,306225,1.634658514,0-25,Antelope,304120,Outside,293518.0174,2312.654203
2089,Los Angeles,32.27690442,Ground,Urban,Ground - Urban,12.61641981,75-100,Whirlwind,306225,12.61641981,75-100,Whirlwind,306225,1.921104104,0-25,Antelope,304120,Outside,130620.8536,1455.914688
2090,Los Angeles,188.4205277,Ground,Urban,Ground - Urban,12.77655009,75-100,Whirlwind,306225,12.77655009,75-100,Whirlwind,306225,1.982694053,0-25,Antelope,304120,Outside,762526.4292,5306.652682
2091,Los Angeles,5.783037018,Ground,Urban,Ground - Urban,12.51016247,75-100,Whirlwind,306225,12.51016247,75-100,Whirlwind,306225,2.16716302,0-25,Antelope,304120,Outside,23403.18671,692.3541524
2092,Los Angeles,22.89425042,Ground,Urban,Ground - Urban,11.5263526,75-100,Whirlwind,306225,11.5263526,50-75,Whirlwind,306225,2.341513389,0-25,Antelope,304120,Outside,92650.11645,1226.977501
2093,Los Angeles,59.34784908,Ground,Urban,Ground - Urban,11.67878674,75-100,Whirlwind,306225,11.67878674,50-75,Whirlwind,306225,2.220616704,0-25,Antelope,304120,Outside,240174.0296,2206.886424
2094,Los Angeles,6.498327494,Ground,Urban,Ground - Urban,14.78601268,75-100,Acton,310054,16.8000022,75-100,Vincent,309672,7.187479931,50-75,Antelope,304120,Outside,26297.9049,657.5495098
2095,Los Angeles,295.7820646,Ground,Urban,Ground - Urban,12.38495153,75-100,Whirlwind,306225,12.38495153,75-100,Whirlwind,306225,2.229818901,0-25,Antelope,304120,Outside,1196994.14,5110.70582
2096,Los Angeles,39.1406839,Ground,Urban,Ground - Urban,12.9758646,75-100,Whirlwind,306225,12.9758646,75-100,Whirlwind,306225,2.983763164,25-50,Antelope,304120,Outside,158397.3909,1592.283322
2097,Los Angeles,23.43691561,Ground,Urban,Ground - Urban,11.11953072,75-100,Whirlwind,306225,11.11953072,50-75,Whirlwind,306225,2.794680157,25-50,Antelope,304120,Outside,94846.21796,1252.902418
2098,Los Angeles,39.98094437,Ground,Urban,Ground - Urban,12.52979031,75-100,Whirlwind,306225,12.52979031,75-100,Whirlwind,306225,2.854783819,25-50,Antelope,304120,Outside,161797.7913,1609.156176
2099,Los Angeles,4.194935656,Ground,Urban,Ground - Urban,15.54683813,75-100,Acton,310054,16.89405834,75-100,Vincent,309672,9.573823803,75-100,Antelope,304120,Within,16976.37275,551.7803065
2100,Los Angeles,151.4734203,Ground,Urban,Ground - Urban,10.7781654,75-100,Whirlwind,306225,10.7781654,50-75,Whirlwind,306225,2.399801087,0-25,Antelope,304120,Outside,612993.704,3915.769958
2101,Los Angeles,618.3556742,Ground,Urban,Ground - Urban,11.06778574,75-100,Whirlwind,306225,11.06778574,50-75,Whirlwind,306225,2.18950211,0-25,Antelope,304120,Outside,2502397.721,10230.34776
2102,Los Angeles,37.72332484,Ground,Urban,Ground - Urban,12.00905447,75-100,Whirlwind,306225,12.00905447,75-100,Whirlwind,306225,2.940628195,25-50,Antelope,304120,Outside,152661.4925,1563.315434
2103,Los Angeles,21.32916366,Ground,Rural,Ground - Rural,10.22931884,75-100,Southbase,301654,19.45719325,75-100,Vincent,309672,18.94889843,75-100,Antelope,304120,Outside,86316.4127,1215.317012
2104,Los Angeles,491.479343,Ground,Urban,Ground - Urban,10.17189801,75-100,Whirlwind,306225,10.17189801,50-75,Whirlwind,306225,3.132035091,25-50,Antelope,304120,Outside,1988955.224,9920.808942
2105,Los Angeles,19.24953155,Ground,Rural,Ground - Rural,9.975923842,75-100,Southbase,301654,19.76841971,75-100,Vincent,309672,19.02277261,75-100,Antelope,304120,Outside,77900.39948,1154.836257
2106,Los Angeles,227.8603432,Ground,Urban,Ground - Urban,9.36307498,75-100,Whirlwind,306225,9.36307498,50-75,Whirlwind,306225,4.453990961,25-50,Antelope,304120,Outside,922117.923,4750.76276
2107,Los Angeles,81.36449923,Ground,Urban,Ground - Urban,9.361048116,75-100,Whirlwind,306225,9.361048116,50-75,Whirlwind,306225,5.141893916,50-75,Antelope,304120,Outside,329271.6489,2430.335554
2108,Los Angeles,551.7141413,Ground,Rural,Ground - Rural,5.839934103,50-75,Whirlwind,306225,5.839934103,25-50,Whirlwind,306225,5.839934103,50-75,Whirlwind,306225,Outside,2232749.591,6218.552518
2109,Los Angeles,18.78399976,Ground,Rural,Ground - Rural,14.80521148,75-100,Whirlwind,306225,14.80521148,75-100,Whirlwind,306225,8.746662915,50-75,Antelope,304120,Outside,76016.75557,1254.120927
2110,Los Angeles,35.03728677,Ground,Rural,Ground - Rural,5.548563988,50-75,Whirlwind,306225,5.548563988,25-50,Whirlwind,306225,5.548563988,50-75,Whirlwind,306225,Outside,141791.4414,1584.223883
2111,Los Angeles,76.42732618,Ground,Rural,Ground - Rural,5.074692539,50-75,Whirlwind,306225,5.074692539,25-50,Whirlwind,306225,5.074692539,50-75,Whirlwind,306225,Outside,309291.6666,2243.503382
2112,Los Angeles,363.3034386,Ground,Rural,Ground - Rural,4.830316604,50-75,Whirlwind,306225,4.830316604,25-50,Whirlwind,306225,4.830316604,25-50,Whirlwind,306225,Outside,1470245.561,5132.699142
2113,Los Angeles,612.0985931,Ground,Rural,Ground - Rural,4.316144656,50-75,Whirlwind,306225,4.316144656,25-50,Whirlwind,306225,4.316144656,25-50,Whirlwind,306225,Outside,2477114.645,7880.624539
2114,Los Angeles,402.4985246,Ground,Rural,Ground - Rural,5.568050251,50-75,Whirlwind,306225,5.568050251,25-50,Whirlwind,306225,5.568050251,50-75,Whirlwind,306225,Outside,1628850.27,6035.124706
2115,Los Angeles,15.37951843,Ground,Rural,Ground - Rural,4.254344706,50-75,Whirlwind,306225,4.254344706,25-50,Whirlwind,306225,4.254344706,25-50,Whirlwind,306225,Outside,62238.95137,1004.119222
2116,Los Angeles,27.78343813,Ground,Rural,Ground - Rural,3.860176505,50-75,Whirlwind,306225,3.860176505,25-50,Whirlwind,306225,3.860176505,25-50,Whirlwind,306225,Outside,112435.8605,1446.188461
2117,Los Angeles,59.96348233,Ground,Rural,Ground - Rural,3.523677397,50-75,Whirlwind,306225,3.523677397,25-50,Whirlwind,306225,3.523677397,25-50,Whirlwind,306225,Outside,242664.6353,2120.34098
2118,Los Angeles,5.443622763,Ground,Rural,Ground - Rural,5.325597731,50-75,Whirlwind,306225,5.325597731,25-50,Whirlwind,306225,5.325597731,50-75,Whirlwind,306225,Outside,22029.64821,600.7626825
2119,Los Angeles,684.4507782,Ground,Rural,Ground - Rural,3.44515787,50-75,Whirlwind,306225,3.44515787,25-50,Whirlwind,306225,3.44515787,25-50,Whirlwind,306225,Outside,2769865.993,7294.74104
2120,Los Angeles,270.5271794,Ground,Rural,Ground - Rural,4.279512321,50-75,Whirlwind,306225,4.279512321,25-50,Whirlwind,306225,4.279512321,25-50,Whirlwind,306225,Outside,1094786.092,4448.946601
2121,Madera,2.662340714,Ground,Rural,Ground - Rural,2.760192565,25-50,Newhall,303680,16.89438636,75-100,Storey,305900,2.760192565,25-50,Newhall,303680,Outside,10774.15403,415.4524618
2123,Madera,3.157199055,Ground,Rural,Ground - Rural,1.703594888,25-50,Newhall,303680,16.55036896,75-100,Storey,305900,1.703594888,0-25,Newhall,303680,Outside,12776.78446,441.0014696
2124,Madera,1.528277892,Ground,Rural,Ground - Rural,4.209904055,50-75,Gregg,306523,4.209904055,25-50,Gregg,306523,2.388424183,0-25,Borden,300350,Within,6184.75248,476.2485744
2125,Madera,0.369063714,Ground,Rural,Ground - Rural,4.308374962,50-75,Gregg,306523,4.308374962,25-50,Gregg,306523,2.330914412,0-25,Borden,300350,Within,1493.553788,173.1244697
2126,Madera,0.296231254,Rooftop,Rural,Rooftop - Rural,4.339056196,50-75,Gregg,306523,4.339056196,25-50,Gregg,306523,2.304232724,0-25,Borden,300350,Within,1198.810333,168.6612299
2127,Madera,4.305851875,Ground,Rural,Ground - Rural,6.103706106,50-75,Storey,305900,6.103706106,25-50,Storey,305900,4.752836775,25-50,Borden,300350,Outside,17425.20663,569.3356232
2128,Madera,2.189579995,Ground,Rural,Ground - Rural,8.825722768,75-100,Newhall,303680,9.481934647,50-75,Storey,305900,8.825722768,75-100,Newhall,303680,Within,8860.951767,378.4921209
2129,Madera,1.906469054,Ground,Rural,Ground - Rural,3.476893993,50-75,Newhall,303680,18.99872183,75-100,Storey,305900,3.476893993,25-50,Newhall,303680,Outside,7715.236906,347.6586917
2130,Madera,1.166393108,Ground,Rural,Ground - Rural,4.406727861,50-75,Gregg,306523,4.406727861,25-50,Gregg,306523,3.767528748,25-50,Borden,300350,Outside,4720.244297,288.8750256
2131,Madera,25.66001869,Ground,Rural,Ground - Rural,5.206829697,50-75,Gregg,306523,5.206829697,25-50,Gregg,306523,0.677337873,0-25,Borden,300350,Outside,103842.8691,1477.755427
2132,Madera,2.259933956,Ground,Rural,Ground - Rural,4.337086992,50-75,Storey,305900,4.337086992,25-50,Storey,305900,3.446808813,25-50,Borden,300350,Within,9145.665135,382.9197372
2133,Madera,0.209281643,Rooftop,Rural,Rooftop - Rural,4.298381235,50-75,Storey,305900,4.298381235,25-50,Storey,305900,3.369523825,25-50,Borden,300350,Within,846.9361605,121.7562315
2134,Madera,6.070575546,Ground,Rural,Ground - Rural,4.255609385,50-75,Storey,305900,4.255609385,25-50,Storey,305900,3.205058639,25-50,Borden,300350,Within,24566.84633,627.1165268
2135,Madera,1.177340745,Rooftop,Rural,Rooftop - Rural,4.270287075,50-75,Storey,305900,4.270287075,25-50,Storey,305900,3.326452257,25-50,Borden,300350,Within,4764.546689,348.2449309
2136,Madera,1.528814308,Rooftop,Rural,Rooftop - Rural,4.202913109,50-75,Storey,305900,4.202913109,25-50,Storey,305900,3.347094984,25-50,Borden,300350,Within,6186.922145,343.3386913
2137,Madera,6.760984003,Ground,Rural,Ground - Rural,4.174131123,50-75,Storey,305900,4.174131123,25-50,Storey,305900,3.446706618,25-50,Borden,300350,Within,27360.84062,889.5768241
2138,Madera,5.838701614,Ground,Rural,Ground - Rural,4.965351339,50-75,Newhall,303680,13.74760666,75-100,Storey,305900,4.965351339,25-50,Newhall,303680,Outside,23628.48162,615.7470899
2139,Madera,3.046582131,Ground,Rural,Ground - Rural,5.019462225,50-75,Gregg,306523,5.019462225,25-50,Gregg,306523,4.623781444,25-50,Borden,300350,Within,12329.13424,693.909847
2140,Madera,1.755532512,Ground,Rural,Ground - Rural,8.17367374,75-100,Storey,305900,8.17367374,50-75,Storey,305900,9.950102121,75-100,Newhall,303680,Outside,7104.416438,337.2853988
2141,Madera,7.615938001,Ground,Urban,Ground - Urban,2.932626989,50-75,Storey,305900,2.932626989,0-25,Storey,305900,3.590591293,25-50,Borden,300350,Within,30820.74624,716.8832757
2142,Madera,16.11481319,Ground,Rural,Ground - Rural,5.564113247,50-75,Newhall,303680,14.29307715,75-100,Storey,305900,5.564113247,50-75,Newhall,303680,Outside,65214.58718,1067.093815
2143,Madera,1.973105285,Ground,Rural,Ground - Rural,8.998876422,75-100,Sjve Madera,301104,18.21926671,75-100,San Luis 3,307723,9.205613508,75-100,Newhall,303680,Outside,7984.891907,409.7359531
2144,Madera,11.90543595,Ground,Urban,Ground - Urban,7.368173746,75-100,Storey,305900,7.368173746,50-75,Storey,305900,9.582751788,75-100,Borden,300350,Outside,48179.77801,1719.41934
2145,Madera,2.206503672,Ground,Urban,Ground - Urban,3.867004875,50-75,Storey,305900,3.867004875,25-50,Storey,305900,5.87231693,50-75,Borden,300350,Within,8929.435338,417.765216
2146,Madera,11.15568822,Ground,Rural,Ground - Rural,6.740860015,75-100,Newhall,303680,12.3598655,75-100,Storey,305900,6.740860015,50-75,Newhall,303680,Outside,45145.65166,892.1057826
2147,Madera,5.701115066,Ground,Rural,Ground - Rural,6.43940126,75-100,Newhall,303680,13.0787735,75-100,Storey,305900,6.43940126,50-75,Newhall,303680,Outside,23071.68384,748.002801
2148,Madera,5.784468815,Ground,Rural,Ground - Rural,5.492797789,50-75,Newhall,303680,16.46592755,75-100,Storey,305900,5.492797789,50-75,Newhall,303680,Outside,23409.00918,724.5733342
2149,Madera,6.336670799,Ground,Rural,Ground - Rural,8.501969408,75-100,Sjve Madera,301104,19.38156846,75-100,San Luis 3,307723,8.619534079,50-75,Newhall,303680,Outside,25643.70037,709.4309579
2150,Madera,11.12696607,Ground,Urban,Ground - Urban,1.72132647,25-50,Storey,305900,1.72132647,0-25,Storey,305900,3.580341097,25-50,Borden,300350,Within,45029.37338,958.1589197
